Species,Genus,Host_Species,Host_Genus,Host_Family
Aphis gossypii,Aphis,Salvia nutans,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia occidentalis,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia scapiformis,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia serotina,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia splendens,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia sylvestris,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia verbenaca,Salvia,Lamiaceae
Aphis gossypii,Aphis,Salvia xalapensis,Salvia,Lamiaceae
Aphis gossypii,Aphis,Scutellaria baicalensis,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria cordifrons,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria mesostegia,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria multiglandulosa,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria regeliana,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria repens,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria scandens,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Scutellaria sieversii,Scutellaria,Lamiaceae
Aphis gossypii,Aphis,Stachys arvensis,Stachys,Lamiaceae
Aphis gossypii,Aphis,Stachys riederi,Stachys,Lamiaceae
Aphis gossypii,Aphis,Tectona grandis,Tectona,Lamiaceae
Aphis gossypii,Aphis,Teucrium orientale,Teucrium,Lamiaceae
Aphis gossypii,Aphis,Teucrium vesicarium,Teucrium,Lamiaceae
Aphis gossypii,Aphis,Thymbra capitata,Thymbra,Lamiaceae
Aphis gossypii,Aphis,Tinnea aethiopica,Tinnea,Lamiaceae
Aphis gossypii,Aphis,Vitex NA,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex agnus-castus,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex doniana,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex lucens,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex negundo,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex rehmannii,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex strickeri,Vitex,Lamiaceae
Aphis gossypii,Aphis,Vitex trifolia,Vitex,Lamiaceae
Aphis gossypii,Aphis,Volkameria inermis,Volkameria,Lamiaceae
Aphis gossypii,Aphis,Ziziphora NA,Ziziphora,Lamiaceae
Aphis gossypii,Aphis,Ziziphora clinopodioides,Ziziphora,Lamiaceae
Aphis gossypii,Aphis,Monarda ,Monarda,Lamiaceae
Aphis gossypii,Aphis,Lavandula stoechas,Lavandula,Lamiaceae
Aphis gossypii,Aphis,Salvia ,Salvia,Lamiaceae
Aphis gossypii,Aphis,Agastache urticifolia,Agastache,Lamiaceae
Aphis gossypii,Aphis,Moluccella laevis,Moluccella,Lamiaceae
Aphis gossypii,Aphis,Teucrium fruticans,Teucrium,Lamiaceae
Aphis gossypii,Aphis,Pycnanthemum virginianum,Pycnanthemum,Lamiaceae
Aphis gossypii,Aphis,Mentha longifolia,Mentha,Lamiaceae
Aphis gossypii,Aphis,Persea americana,Persea,Lauraceae
Aphis gossypii,Aphis,Lecythis NA,Lecythis,Lecythidaceae
Aphis gossypii,Aphis,Gleditsia ,Gleditsia,Leguminosae
Aphis gossypii,Aphis, ,,Leguminosae
Aphis gossypii,Aphis,Melilotus officinalis,Melilotus,Leguminosae
Aphis gossypii,Aphis,Trifolium pratense,Trifolium,Leguminosae
Aphis gossypii,Aphis,Phaseolus vulgaris,Phaseolus,Leguminosae
Aphis gossypii,Aphis,Pisum sativum,Pisum,Leguminosae
Aphis gossypii,Aphis,Medicago sativa,Medicago,Leguminosae
Aphis gossypii,Aphis,Bauhinia blakeana,Bauhinia,Leguminosae
Aphis gossypii,Aphis,Acacia gillii,Acacia,Leguminosae
Aphis gossypii,Aphis,Sophora secundiflora,Sophora,Leguminosae
Aphis gossypii,Aphis,Bauhinia variegata,Bauhinia,Leguminosae
Aphis gossypii,Aphis,Genista cinerea,Genista,Leguminosae
Aphis gossypii,Aphis,Mundulea sericea,Mundulea,Leguminosae
Aphis gossypii,Aphis,Wisteria sinensis,Wisteria,Leguminosae
Aphis gossypii,Aphis,Styphnolobium japonicum,Styphnolobium,Leguminosae
Aphis gossypii,Aphis,Senna appendiculata,Senna,Leguminosae
Aphis gossypii,Aphis,Senna multiglandulosa,Senna,Leguminosae
Aphis gossypii,Aphis,Acacia pennata,Acacia,Leguminosae
Aphis gossypii,Aphis,Callistachys lanceolata,Callistachys,Leguminosae
Aphis gossypii,Aphis,Caesalpinia crista,Caesalpinia,Leguminosae
Aphis gossypii,Aphis,Genista canariensis,Genista,Leguminosae
Aphis gossypii,Aphis,Acacia farnesiana,Acacia,Leguminosae
Aphis gossypii,Aphis,Senna obtusifolia,Senna,Leguminosae
Aphis gossypii,Aphis,Phaseolus lunatus,Phaseolus,Leguminosae
Aphis gossypii,Aphis,Lilium auratum,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium candidum,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium concolor,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium dauricum,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium lancifolium,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium longiflorum,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium medeoloides,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium speciosum,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium testaceum,Lilium,Liliaceae
Aphis gossypii,Aphis,Tulipa gesneriana,Tulipa,Liliaceae
Aphis gossypii,Aphis,Lilium ,Lilium,Liliaceae
Aphis gossypii,Aphis,Lilium philippinense,Lilium,Liliaceae
Aphis gossypii,Aphis,Lindernia crustacea,Lindernia,Linderniaceae
Aphis gossypii,Aphis,Erianthemum NA,Erianthemum,Loranthaceae
Aphis gossypii,Aphis,Loranthus NA,Loranthus,Loranthaceae
Aphis gossypii,Aphis,Ammannia baccifera,Ammannia,Lythraceae
Aphis gossypii,Aphis,Cuphea bustamanta,Cuphea,Lythraceae
Aphis gossypii,Aphis,Cuphea ignea,Cuphea,Lythraceae
Aphis gossypii,Aphis,Cuphea micropetala,Cuphea,Lythraceae
Aphis gossypii,Aphis,Cuphea procumbens,Cuphea,Lythraceae
Aphis gossypii,Aphis,Duabanga grandiflora,Duabanga,Lythraceae
Aphis gossypii,Aphis,Lafoensia punicifolia,Lafoensia,Lythraceae
Aphis gossypii,Aphis,Lagerstroemia floribunda,Lagerstroemia,Lythraceae
Aphis gossypii,Aphis,Lagerstroemia indica,Lagerstroemia,Lythraceae
Aphis gossypii,Aphis,Lagerstroemia speciosa,Lagerstroemia,Lythraceae
Aphis gossypii,Aphis,Lawsonia NA,Lawsonia,Lythraceae
Aphis gossypii,Aphis,Lawsonia inermis,Lawsonia,Lythraceae
Aphis gossypii,Aphis,Lythrum salicaria,Lythrum,Lythraceae
Aphis gossypii,Aphis,Punica granatum,Punica,Lythraceae
Aphis gossypii,Aphis,Woodfordia fruticosa,Woodfordia,Lythraceae
Aphis gossypii,Aphis,Cuphea ,Cuphea,Lythraceae
Aphis gossypii,Aphis,Magnolia denudata,Magnolia,Magnoliaceae
Aphis gossypii,Aphis,Magnolia liliiflora,Magnolia,Magnoliaceae
Aphis gossypii,Aphis,Malpighia NA,Malpighia,Malpighiaceae
Aphis gossypii,Aphis,Stigmaphyllon affine,Stigmaphyllon,Malpighiaceae
Aphis gossypii,Aphis,Stigmaphyllon sagraeanum,Stigmaphyllon,Malpighiaceae
Aphis gossypii,Aphis,Abelmoschus angulosus,Abelmoschus,Malvaceae
Aphis gossypii,Aphis,Abelmoschus manihot,Abelmoschus,Malvaceae
Aphis gossypii,Aphis,Abelmoschus moschatus,Abelmoschus,Malvaceae
Aphis gossypii,Aphis,Abroma augusta,Abroma,Malvaceae
Aphis gossypii,Aphis,Abutilon indicum,Abutilon,Malvaceae
Aphis gossypii,Aphis,Abutilon mauritianum,Abutilon,Malvaceae
Aphis gossypii,Aphis,Abutilon ramosum,Abutilon,Malvaceae
Aphis gossypii,Aphis,Abutilon theophrasti,Abutilon,Malvaceae
Aphis gossypii,Aphis,Adansonia digitata,Adansonia,Malvaceae
Aphis gossypii,Aphis,Alcea nudiflora,Alcea,Malvaceae
Aphis gossypii,Aphis,Allosidastrum pyramidatum,Allosidastrum,Malvaceae
Aphis gossypii,Aphis,Anoda acerifolia,Anoda,Malvaceae
Aphis gossypii,Aphis,Bombax ceiba,Bombax,Malvaceae
Aphis gossypii,Aphis,Callianthe darwinii,Callianthe,Malvaceae
Aphis gossypii,Aphis,Ceiba pentandra,Ceiba,Malvaceae
Aphis gossypii,Aphis,Ceiba speciosa,Ceiba,Malvaceae
Aphis gossypii,Aphis,Corchorus capsularis,Corchorus,Malvaceae
Aphis gossypii,Aphis,Corchorus fascicularis,Corchorus,Malvaceae
Aphis gossypii,Aphis,Corchorus olitorius,Corchorus,Malvaceae
Aphis gossypii,Aphis,Corchorus tridens,Corchorus,Malvaceae
Aphis gossypii,Aphis,Dombeya rotundifolia,Dombeya,Malvaceae
Aphis gossypii,Aphis,Firmiana simplex,Firmiana,Malvaceae
Aphis gossypii,Aphis,Gossypium NA,Gossypium,Malvaceae
Aphis gossypii,Aphis,Gossypium arboreum,Gossypium,Malvaceae
Aphis gossypii,Aphis,Gossypium barbadense,Gossypium,Malvaceae
Aphis gossypii,Aphis,Gossypium hirsutum,Gossypium,Malvaceae
Aphis gossypii,Aphis,Gossypium sturtianum,Gossypium,Malvaceae
Aphis gossypii,Aphis,Grewia NA,Grewia,Malvaceae
Aphis gossypii,Aphis,Grewia biloba,Grewia,Malvaceae
Aphis gossypii,Aphis,Grewia mollis,Grewia,Malvaceae
Aphis gossypii,Aphis,Grewia tiliifolia,Grewia,Malvaceae
Aphis gossypii,Aphis,Guazuma ulmifolia,Guazuma,Malvaceae
Aphis gossypii,Aphis,Hampea stipitata,Hampea,Malvaceae
Aphis gossypii,Aphis,Helicteres isora,Helicteres,Malvaceae
Aphis gossypii,Aphis,Hibiscus acetosella,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus arnottianus,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus cannabinus,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus furcellatus,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus gagnepainii,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus hakeifolius,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus ludwigii,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus mutabilis,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus panduriformis,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus rosa-sinensis,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus sabdariffa,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus schizopetalus,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus sterculiifolius,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus surattensis,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus syriacus,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Hibiscus trionum,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Luehea divaricata,Luehea,Malvaceae
Aphis gossypii,Aphis,Malachra capitata,Malachra,Malvaceae
Aphis gossypii,Aphis,Malachra fasciata,Malachra,Malvaceae
Aphis gossypii,Aphis,Malva alcea,Malva,Malvaceae
Aphis gossypii,Aphis,Malva arborea,Malva,Malvaceae
Aphis gossypii,Aphis,Malva canariensis,Malva,Malvaceae
Aphis gossypii,Aphis,Malva neglecta,Malva,Malvaceae
Aphis gossypii,Aphis,Malva olbia,Malva,Malvaceae
Aphis gossypii,Aphis,Malva phoenicea,Malva,Malvaceae
Aphis gossypii,Aphis,Malva punctata,Malva,Malvaceae
Aphis gossypii,Aphis,Malva sylvestris,Malva,Malvaceae
Aphis gossypii,Aphis,Malva verticillata,Malva,Malvaceae
Aphis gossypii,Aphis,Malvastrum americanum,Malvastrum,Malvaceae
Aphis gossypii,Aphis,Malvastrum corchorifolium,Malvastrum,Malvaceae
Aphis gossypii,Aphis,Malvastrum coromandelianum,Malvastrum,Malvaceae
Aphis gossypii,Aphis,Malvaviscus arboreus,Malvaviscus,Malvaceae
Aphis gossypii,Aphis,Melochia corchorifolia,Melochia,Malvaceae
Aphis gossypii,Aphis,Melochia melissaefolia,Melochia,Malvaceae
Aphis gossypii,Aphis,Melochia nodiflora,Melochia,Malvaceae
Aphis gossypii,Aphis,Ochroma pyramidale,Ochroma,Malvaceae
Aphis gossypii,Aphis,Pachira NA,Pachira,Malvaceae
Aphis gossypii,Aphis,Pavonia candida,Pavonia,Malvaceae
Aphis gossypii,Aphis,Sida acuta,Sida,Malvaceae
Aphis gossypii,Aphis,Sida cordifolia,Sida,Malvaceae
Aphis gossypii,Aphis,Sida glomerata,Sida,Malvaceae
Aphis gossypii,Aphis,Sida palmata,Sida,Malvaceae
Aphis gossypii,Aphis,Sida rhombifolia,Sida,Malvaceae
Aphis gossypii,Aphis,Sida spinosa,Sida,Malvaceae
Aphis gossypii,Aphis,Sida urens,Sida,Malvaceae
Aphis gossypii,Aphis,Sidastrum multiflorum,Sidastrum,Malvaceae
Aphis gossypii,Aphis,Sphaeralcea fendleri,Sphaeralcea,Malvaceae
Aphis gossypii,Aphis,Talipariti hamabo,Talipariti,Malvaceae
Aphis gossypii,Aphis,Talipariti tiliaceum,Talipariti,Malvaceae
Aphis gossypii,Aphis,Theobroma cacao,Theobroma,Malvaceae
Aphis gossypii,Aphis,Thespesia acutiloba,Thespesia,Malvaceae
Aphis gossypii,Aphis,Thespesia garckeana,Thespesia,Malvaceae
Aphis gossypii,Aphis,Thespesia grandiflora,Thespesia,Malvaceae
Aphis gossypii,Aphis,Tilia tomentosa,Tilia,Malvaceae
Aphis gossypii,Aphis,Triumfetta pentandra,Triumfetta,Malvaceae
Aphis gossypii,Aphis,Triumfetta rhomboidea,Triumfetta,Malvaceae
Aphis gossypii,Aphis,Urena lobata,Urena,Malvaceae
Aphis gossypii,Aphis,Waltheria indica,Waltheria,Malvaceae
Aphis gossypii,Aphis,Wissadula periplocifolia,Wissadula,Malvaceae
Aphis gossypii,Aphis,Hibiscus ,Hibiscus,Malvaceae
Aphis gossypii,Aphis,Lavatera ,Lavatera,Malvaceae
Aphis gossypii,Aphis,Sidalcea marviflora,Sidalcea,Malvaceae
Aphis gossypii,Aphis,Abelmoschus esculentus,Abelmoschus,Malvaceae
Aphis gossypii,Aphis,Malachra ,Malachra,Malvaceae
Aphis gossypii,Aphis,Sida ,Sida,Malvaceae
Aphis gossypii,Aphis,Althaea ,Althaea,Malvaceae
Aphis gossypii,Aphis,Gossypium ,Gossypium,Malvaceae
Aphis gossypii,Aphis,Malva pusilla,Malva,Malvaceae
Aphis gossypii,Aphis,Alcea rosea,Alcea,Malvaceae
Aphis gossypii,Aphis,Alyogyne hakeifolia,Alyogyne,Malvaceae
Aphis gossypii,Aphis,Dombeya tiliacea,Dombeya,Malvaceae
Aphis gossypii,Aphis,Maranta arundinacea,Maranta,Marantaceae
Aphis gossypii,Aphis,Thalia geniculata,Thalia,Marantaceae
Aphis gossypii,Aphis,Martynia annua,Martynia,Martyniaceae
Aphis gossypii,Aphis,Proboscidea louisianica,Proboscidea,Martyniaceae
Aphis gossypii,Aphis,Proboscidea louisiana,Proboscidea,Martyniaceae
Aphis gossypii,Aphis,Martynia louisiana,Martynia,Martyniaceae
Aphis gossypii,Aphis,Dodartia orientalis,Dodartia,Mazaceae
Aphis gossypii,Aphis,Xerophyllum tenax,Xerophyllum,Melanthiaceae
Aphis gossypii,Aphis,Antherotoma senegambiensis,Antherotoma,Melastomataceae
Aphis gossypii,Aphis,Clidemia hirta,Clidemia,Melastomataceae
Aphis gossypii,Aphis,Melastoma malabathricum,Melastoma,Melastomataceae
Aphis gossypii,Aphis,Osbeckia capitata,Osbeckia,Melastomataceae
Aphis gossypii,Aphis,Osbeckia crinita,Osbeckia,Melastomataceae
Aphis gossypii,Aphis,Tibouchina semidecandra,Tibouchina,Melastomataceae
Aphis gossypii,Aphis,Azadirachta indica,Azadirachta,Meliaceae
Aphis gossypii,Aphis,Khaya senegalensis,Khaya,Meliaceae
Aphis gossypii,Aphis,Melia azedarach,Melia,Meliaceae
Aphis gossypii,Aphis,Cissampelos capensis,Cissampelos,Menispermaceae
Aphis gossypii,Aphis,Cissampelos mucronata,Cissampelos,Menispermaceae
Aphis gossypii,Aphis,Cissampelos pareira,Cissampelos,Menispermaceae
Aphis gossypii,Aphis,Tinospora NA,Tinospora,Menispermaceae
Aphis gossypii,Aphis,Glinus lotoides,Glinus,Molluginaceae
Aphis gossypii,Aphis,Glinus radiatus,Glinus,Molluginaceae
Aphis gossypii,Aphis,Mollugo nudicaulis,Mollugo,Molluginaceae
Aphis gossypii,Aphis,Mollugo verticillata,Mollugo,Molluginaceae
Aphis gossypii,Aphis,Calandrinia NA,Calandrinia,Montiaceae
Aphis gossypii,Aphis,Broussonetia kazinoki,Broussonetia,Moraceae
Aphis gossypii,Aphis,Broussonetia papyrifera,Broussonetia,Moraceae
Aphis gossypii,Aphis,Fatoua NA,Fatoua,Moraceae
Aphis gossypii,Aphis,Morus NA,Morus,Moraceae
Aphis gossypii,Aphis,Morus alba,Morus,Moraceae
Aphis gossypii,Aphis,Ficus retusa,Ficus,Moraceae
Aphis gossypii,Aphis,Ficus thonningii,Ficus,Moraceae
Aphis gossypii,Aphis,Ficus carica,Ficus,Moraceae
Aphis gossypii,Aphis,Muntingia calabura,Muntingia,Muntingiaceae
Aphis gossypii,Aphis,Musa paradisiaca,Musa,Musaceae
Aphis gossypii,Aphis,Acca sellowiana,Acca,Myrtaceae
Aphis gossypii,Aphis,Callistemon citrinus,Callistemon,Myrtaceae
Aphis gossypii,Aphis,Callistemon pachyphyllus,Callistemon,Myrtaceae
Aphis gossypii,Aphis,Callistemon phoeniceus,Callistemon,Myrtaceae
Aphis gossypii,Aphis,Calytrix tetragona,Calytrix,Myrtaceae
Aphis gossypii,Aphis,Chamelaucium uncinatum,Chamelaucium,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Heteropyxis natalensis,Heteropyxis,Myrtaceae
Aphis gossypii,Aphis,Hexachlamys edulis,Hexachlamys,Myrtaceae
Aphis gossypii,Aphis,Kunzea ericifolia,Kunzea,Myrtaceae
Aphis gossypii,Aphis,Kunzea recurva,Kunzea,Myrtaceae
Aphis gossypii,Aphis,Leptospermum scoparium,Leptospermum,Myrtaceae
Aphis gossypii,Aphis,Lophostemon confertus,Lophostemon,Myrtaceae
Aphis gossypii,Aphis,Melaleuca NA,Melaleuca,Myrtaceae
Aphis gossypii,Aphis,Melaleuca leucadendra,Melaleuca,Myrtaceae
Aphis gossypii,Aphis,Melaleuca macronychia,Melaleuca,Myrtaceae
Aphis gossypii,Aphis,Melaleuca squarrosa,Melaleuca,Myrtaceae
Aphis gossypii,Aphis,Melaleuca uncinata,Melaleuca,Myrtaceae
Aphis gossypii,Aphis,Metrosideros excelsa,Metrosideros,Myrtaceae
Aphis gossypii,Aphis,Myrciaria NA,Myrciaria,Myrtaceae
Aphis gossypii,Aphis,Myrtus communis,Myrtus,Myrtaceae
Aphis gossypii,Aphis,Psidium cattleianum,Psidium,Myrtaceae
Aphis gossypii,Aphis,Sannantha virgata,Sannantha,Myrtaceae
Aphis gossypii,Aphis,Syncarpia glomulifera,Syncarpia,Myrtaceae
Aphis gossypii,Aphis,Syncarpia hillii,Syncarpia,Myrtaceae
Aphis gossypii,Aphis,Syzygium aqueum,Syzygium,Myrtaceae
Aphis gossypii,Aphis,Syzygium R.,Syzygium,Myrtaceae
Aphis gossypii,Aphis,Psidium guajava,Psidium,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus caesia,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Chamelaucium ,Chamelaucium,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus pachyloma,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus behriana,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus brevifolia,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus pileata,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus oxymitra,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus torquata,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus pachyphylla,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus platypus,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus orbifolia,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus oleosa,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus macrandra,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus tereticornis,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus brachycalyx,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus intertexta,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus amygdalina,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus odontocarpa,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus grossa,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus urnigera,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus pauciflora,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus coccifera,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus stellulata,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus angulosa,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus occidentalis,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus megacornuta,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus salmonophloia,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus hybrida,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus ovata,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus xanthonema,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus ebbanoensis,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Melaleuca radula,Melaleuca,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus erythronema,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Calytrix acutifolia,Calytrix,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus globulus,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus marginata,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae
Aphis gossypii,Aphis,Boerhavia coccinea,Boerhavia,Nyctaginaceae
Aphis gossypii,Aphis,Boerhavia diffusa,Boerhavia,Nyctaginaceae
Aphis gossypii,Aphis,Boerhavia erecta,Boerhavia,Nyctaginaceae
Aphis gossypii,Aphis,Boerhavia repens,Boerhavia,Nyctaginaceae
Aphis gossypii,Aphis,Bougainvillea glabra,Bougainvillea,Nyctaginaceae
Aphis gossypii,Aphis,Mirabilis jalapa,Mirabilis,Nyctaginaceae
Aphis gossypii,Aphis,Nymphaea odorata,Nymphaea,Nymphaeaceae
Aphis gossypii,Aphis,Forsythia koreana,Forsythia,Oleaceae
Aphis gossypii,Aphis,Forsythia viridissima,Forsythia,Oleaceae
Aphis gossypii,Aphis,Fraxinus angustifolia,Fraxinus,Oleaceae
Aphis gossypii,Aphis,Fraxinus excelsior,Fraxinus,Oleaceae
Aphis gossypii,Aphis,Jasminum officinale,Jasminum,Oleaceae
Aphis gossypii,Aphis,Ligustrum vulgare,Ligustrum,Oleaceae
Aphis gossypii,Aphis,Syringa NA,Syringa,Oleaceae
Aphis gossypii,Aphis,Fraxinus americana,Fraxinus,Oleaceae
Aphis gossypii,Aphis,Fuchsia magellanica,Fuchsia,Onagraceae
Aphis gossypii,Aphis,Ludwigia abyssinica,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Ludwigia decurrens,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Ludwigia linifolia,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Ludwigia octovalvis,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Ludwigia peruviana,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Ludwigia suffruticosa,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Oenothera affinis,Oenothera,Onagraceae
Aphis gossypii,Aphis,Clarkia amoena,Clarkia,Onagraceae
Aphis gossypii,Aphis,Oenothera biennis,Oenothera,Onagraceae
Aphis gossypii,Aphis,Gaura coccinea,Gaura,Onagraceae
Aphis gossypii,Aphis,Gaura filipes,Gaura,Onagraceae
Aphis gossypii,Aphis,Fuchsia ,Fuchsia,Onagraceae
Aphis gossypii,Aphis,Ludwigia uruguayensis,Ludwigia,Onagraceae
Aphis gossypii,Aphis,Bletilla striata,Bletilla,Orchidaceae
Aphis gossypii,Aphis,Calanthe NA,Calanthe,Orchidaceae
Aphis gossypii,Aphis,Cymbidium NA,Cymbidium,Orchidaceae
Aphis gossypii,Aphis,Cypripedium NA,Cypripedium,Orchidaceae
Aphis gossypii,Aphis,Dilomilis montana,Dilomilis,Orchidaceae
Aphis gossypii,Aphis,Encyclia adenocaula,Encyclia,Orchidaceae
Aphis gossypii,Aphis,Epidendrum secundum,Epidendrum,Orchidaceae
Aphis gossypii,Aphis,Epipactis persica,Epipactis,Orchidaceae
Aphis gossypii,Aphis,Buchnera hispida,Buchnera,Orobanchaceae
Aphis gossypii,Aphis,Pedicularis grandiflora,Pedicularis,Orobanchaceae
Aphis gossypii,Aphis,Pedicularis resupinata,Pedicularis,Orobanchaceae
Aphis gossypii,Aphis,Phelipanche aegyptiaca,Phelipanche,Orobanchaceae
Aphis gossypii,Aphis,Rhamphicarpa fistulosa,Rhamphicarpa,Orobanchaceae
Aphis gossypii,Aphis,Striga hermonthica,Striga,Orobanchaceae
Aphis gossypii,Aphis,Averrhoa bilimbi,Averrhoa,Oxalidaceae
Aphis gossypii,Aphis,Averrhoa carambola,Averrhoa,Oxalidaceae
Aphis gossypii,Aphis,Oxalis corniculata,Oxalis,Oxalidaceae
Aphis gossypii,Aphis,Oxalis latifolia,Oxalis,Oxalidaceae
Aphis gossypii,Aphis,Oxalis pes-caprae,Oxalis,Oxalidaceae
Aphis gossypii,Aphis,Oxalis semiloba,Oxalis,Oxalidaceae
Aphis gossypii,Aphis,Oxalis stricta,Oxalis,Oxalidaceae
Aphis gossypii,Aphis,Paeonia suffruticosa,Paeonia,Paeoniaceae
Aphis gossypii,Aphis,Argemone mexicana,Argemone,Papaveraceae
Aphis gossypii,Aphis,Fumaria officinalis,Fumaria,Papaveraceae
Aphis gossypii,Aphis,Hypecoum procumbens,Hypecoum,Papaveraceae
Aphis gossypii,Aphis,Papaver rhoeas,Papaver,Papaveraceae
Aphis gossypii,Aphis,Papaver somniferum,Papaver,Papaveraceae
Aphis gossypii,Aphis,Passiflora edulis,Passiflora,Passifloraceae
Aphis gossypii,Aphis,Turnera subulata,Turnera,Passifloraceae
Aphis gossypii,Aphis,Turnera ulmifolia,Turnera,Passifloraceae
